record_id1,record_id2,title1,title2,author1,author2,year1,year2,doi1,doi2,title_sim,author_sim,abstract_sim,doi_sim,journal_sim,conflict_type,decision
wos:GRANTS:10142809,wos:GRANTS:11764227,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,"ERZURUMLU, REHA S","ERZURUMLU, REHA S",2018,2015,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10940836,wos:GRANTS:11764227,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,THALAMOCORTICAL CIRCUIT DEFECTS IN DEVELOPMENTAL BRAIN DISORDERS,"ERZURUMLU, REHA S","ERZURUMLU, REHA S",2017,2015,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
scopus:85163548178,scopus:85087179360,ASSESSMENT OF DIZZINESS IN NEUROLOGY,ASSESSMENT OF DIZZINESS IN NEUROLOGY,MURDIN L ; SEEMUNGAL B M ; BRONSTEIN A M,MURDIN L ; SEEMUNGAL B M ; BRONSTEIN A M,2023,2020,10.1016/J.MPMED.2023.05.003,10.1016/J.MPMED.2020.05.011,1.0,1.0,0.9011,0.9544,1.0,,merge (default)
wos:GRANTS:11054621,wos:GRANTS:10709901,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2017,2015,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:11054621,wos:GRANTS:10189189,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2017,2014,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:11054621,wos:GRANTS:12101211,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2017,2013,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10203657,wos:GRANTS:10189189,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2016,2014,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10203657,wos:GRANTS:12101211,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2016,2013,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10709901,wos:GRANTS:12101211,OPTIC NERVE AGING AND GLAUCOMA,OPTIC NERVE AGING AND GLAUCOMA,"VAJARANANT, THASARAT","VAJARANANT, THASARAT",2015,2013,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:12238581,wos:GRANTS:10451056,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2015,2013,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:12238581,wos:GRANTS:11863596,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2015,2012,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:12238581,wos:GRANTS:10075546,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2015,2011,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:11656873,wos:GRANTS:11863596,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2014,2012,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:11656873,wos:GRANTS:10075546,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2014,2011,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
wos:GRANTS:10451056,wos:GRANTS:10075546,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,PSYCHOGENIC TREMOR FUNCTIONAL MAGNETIC RESONANCE STUDY ON EMOTIONAL PROCESSING,"ESPAY, ALBERTO J","ESPAY, ALBERTO J",2013,2011,,,1.0,1.0,1.0,0.0,0.0,,merge (default)
scopus:85207723566,wos:WOS:001608396100007,ERRATUM REGARDING MISSING ETHICAL STATEMENTS IN PREVIOUSLY PUBLISHED ARTICLES PERSONALIZED MEDICINE IN PSYCHIATRY 2023 41–42 S2468171723000145 101016JPMIP2023100113,NOVEL USE OF FMRI IN THE REHABILITATION OF CONVERSION DISORDER VOL 41 100113 2023,UNKNOWN,"FRIEDMAN, ALAN; ZITRON-EMANUEL, NOA; SALTI, MOTI; EZRA, YACOV; SHELEF, ILAN; TREGER, IULY",2024,2024,10.1016/J.PMIP.2024.100142,10.1016/J.PMIP.2024.100142,0.6161,0.4568,0.0,1.0,1.0,doi_erratum,keep both
wos:WOS:001399736400001,scopus:85143532144,MANIFESTACIONES NEUROLÓGICAS ASOCIADAS A LA VACUNA CONTRA COVID 19,NEUROLOGICAL MANIFESTATIONS ASSOCIATED WITH COVID 19 VACCINE,"CASTILLO, R ALONSO; CASTRILLO, J C MARTINEZ",ALONSO CASTILLO R ; MARTÍNEZ CASTRILLO J C,2025,2025,10.1016/J.NRL.2022.09.005,10.1016/J.NRL.2022.09.005,0.7571,0.8025,0.9337,1.0,1.0,,merge
scopus:85143532144,wos:MEDLINE:36288776,NEUROLOGICAL MANIFESTATIONS ASSOCIATED WITH COVID 19 VACCINE,NEUROLOGICAL MANIFESTATIONS ASSOCIATED WITH COVID 19 VACCINE,ALONSO CASTILLO R ; MARTÍNEZ CASTRILLO J C,"ALONSO CASTILLO, R; MARTINEZ CASTRILLO, J C",2025,2025,10.1016/J.NRL.2022.09.005,10.1016/J.NRLENG.2022.09.007,1.0,0.9465,0.9147,0.9634,1.0,,merge (default)
wos:WOS:000368056400003,wos:WOS:000373330800001,UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING,UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING VOL 12 PG 143 2016,"DAR, MARYAM EJAREH; KANAAN, RICHARD A A","DAR, EJAREH M ; KANAAN, R A A",2016,2016,10.2147/NDT.S65880,10.2147/NDT.S108173,0.9631,0.8653,0.0,0.9112,1.0,,merge
scopus:85061306800,wos:WOS:000466928300012,CORRECTION TO CEREBRAL PERFUSION ABNORMALITIES IN PATIENTS WITH PERSISTENT POSTURAL PERCEPTUAL DIZZINESS PPPD A SPECT STUDY JOURNAL OF NEURAL TRANSMISSION 2019 126 2 123 129 101007S00702 018 1948 3,CEREBRAL PERFUSION ABNORMALITIES IN PATIENTS WITH PERSISTENT POSTURAL PERCEPTUAL DIZZINESS PPPD A SPECT STUDY VOL 126 PG 123 2019,NA S ; IM J J ; JEONG H ; LEE E S ; LEE T K ; CHUNG Y A ; SONG I U,"NA, SEUNGHEE; IM, JOOYEON JAMIE; JEONG, HYEONSEOK; LEE, EEK-SUNG; LEE, TAE-KYEONG; CHUNG, YONG-AN; SONG, IN-UK",2019,2019,10.1007/S00702-019-01977-2,10.1007/S00702-019-01977-2,0.7539,0.6549,0.0,1.0,1.0,doi_erratum,merge (default)
europepmc:30730006,wos:WOS:000466928300012,CORRECTION TO CEREBRAL PERFUSION ABNORMALITIES IN PATIENTS WITH PERSISTENT POSTURAL PERCEPTUAL DIZZINESS PPPD A SPECT STUDY,CEREBRAL PERFUSION ABNORMALITIES IN PATIENTS WITH PERSISTENT POSTURAL PERCEPTUAL DIZZINESS PPPD A SPECT STUDY VOL 126 PG 123 2019,NA S; IM JJ; JEONG H; LEE ES; LEE TK; CHUNG YA; SONG IU,"NA, SEUNGHEE; IM, JOOYEON JAMIE; JEONG, HYEONSEOK; LEE, EEK-SUNG; LEE, TAE-KYEONG; CHUNG, YONG-AN; SONG, IN-UK",2019,2019,10.1007/S00702-019-01977-2,10.1007/S00702-019-01977-2,0.7944,0.76,0.0,1.0,0.9091,doi_erratum,merge (default)
europepmc:27103807,wos:WOS:000373330800001,ERRATUM UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING CORRIGENDUM,UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING VOL 12 PG 143 2016,UNKNOWN,"DAR, EJAREH M ; KANAAN, R A A",2016,2016,10.2147/NDT.S108173,10.2147/NDT.S108173,0.7487,0.3924,0.0,1.0,1.0,doi_erratum,merge (default)
wos:MEDLINE:27103807,wos:WOS:000373330800001,ERRATUM UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING CORRIGENDUM,UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING VOL 12 PG 143 2016,[ANONYMOUS],"DAR, EJAREH M ; KANAAN, R A A",2016,2016,10.2147/NDT.S108173,10.2147/NDT.S108173,0.7487,0.4169,0.0,1.0,1.0,doi_erratum,merge (default)
scopus:85121159126,wos:WOS:000373330800001,ERRATUM TO UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING CORRIGENDUM NEUROPSYCHIATR DIS TREAT 201612143–153,UNCOVERING THE ETIOLOGY OF CONVERSION DISORDER INSIGHTS FROM FUNCTIONAL NEUROIMAGING VOL 12 PG 143 2016,UNKNOWN,"DAR, EJAREH M ; KANAAN, R A A",2016,2016,10.2147/NDT.S108173,10.2147/NDT.S108173,0.7423,0.3924,0.0,1.0,1.0,doi_erratum,merge (default)
